User,Average Similarity
공룡쌤,0.76186764
물망초67,0.7617754
gnv****,0.7616622
임히지,0.761374
ohk1042,0.76130515
Krystalkklear,0.76110476
자몽에이드02,0.7610019
Bingbongdari,0.76035345
Ptmiiiiiii,0.760289
노마드Ri,0.7602692
ly****,0.7600353
omib,0.7600003
hc98472,0.7597918
SR부인28,0.7597213
km****,0.75961256
정확하고신속한맛집러,0.7593192
abb****,0.75897914
쇼바냥,0.75897425
하이다30,0.7588413
his302053,0.7580659
요가해봄,0.75805324
dpmsrudekf,0.7578428
san****,0.7575289
김현범91,0.7572203
watso,0.75714225
소소한행복행,0.75697887
omg****,0.7567901
knsocio,0.75670564
ee****,0.7566991
cjj****,0.75652665
주리85,0.7560493
깜지39,0.75600374
꼬르륵르,0.75587505
박시우86,0.7557507
suirrrrr,0.7555617
bea****,0.7555536
dew****,0.75540316
이론64,0.7553812
우126,0.7553188
뿜뿜이요,0.7551216
엘사 ㅇ,0.7550478
엉뚱5772,0.7549933
뇹68,0.75479794
데이브1983,0.75458187
나는 행복하고 평안한 사람입니다,0.7545425
jnj****,0.7545143
FOGGY,0.75451225
jso****,0.7543975
힝힝이힝힝,0.75434506
warm40,0.7542356
dan****,0.75418234
chi****,0.7535542
예닮이 엄마28,0.75344485
쏘선생0803,0.7534426
꾸러기맘4944,0.7534168
맛71,0.7531899
조한준,0.7531006
Roggie,0.7529501
이쁜걸로해,0.7529291
gkx****,0.75288004
H33ns,0.7528788
다오니8871,0.7528727
호야8311,0.75284296
으니5,0.7526614
phk****,0.75249535
지리학자 터치,0.75238746
맘에들면신나서길어지는리뷰,0.7523074
아니무언,0.75213426
이유진9631,0.7520747
akd****,0.752069
naturrr,0.7519443
파랑앤홍,0.75181705
751****,0.75162035
tla****,0.7514979
피날레22,0.7510622
seoming0,0.7509646
jan26nfeb04,0.75060105
jun****,0.7503341
ysj****,0.7503318
박긍정65,0.7502425
미이인저엉,0.7501482
루이랑91,0.75004846
숙이778,0.7500036
써업76,0.7498673
hailey74,0.7496117
해피홀릭88,0.7496099
오늘도두근,0.749432
tmfrl890920,0.7492146
psm****,0.7490808
happy2373,0.74903053
Kslice,0.74902314
By instinct,0.74888116
wis****,0.7485323
복리,0.7484059
ibbuny777,0.7483916
수바기박수,0.74831694
zz7196,0.74830884
냐옹멍멍47,0.74776566
wjd****,0.7476795
Luisa31,0.74756986
kimfkdl38,0.74721473
xj428,0.74719584
혀냐31,0.747184
아나맘22,0.74715936
ms****,0.7470336
happpyyy,0.7469883
minepado,0.7469577
clg****,0.7466739
경자홀릭,0.74625635
치즈8765,0.7459758
WD18,0.74539715
뭉뭉9165,0.74480045
totoro65,0.74452144
Wony lord,0.744308
웃음마녀77,0.7441981
문희원40,0.7441883
봉봉쓰28,0.74408317
emma1735,0.743363
진찐ㅎㅎㅎ,0.743079
한별253,0.7424555
방가방가햄토리57,0.7421093
워니아,0.74203426
범웅 맘,0.74197364
hnh****,0.74163043
그럭저럭364,0.7413823
다롱8478,0.74132925
shl****,0.7412568
둥글이51,0.74115074
yah****,0.74110466
두산의승리를위하여,0.7410855
skr****,0.74104524
좋은 빵돌이,0.74073285
qlsdksp,0.74042946
che****,0.7403312
phj****,0.74030334
이선희9,0.7400569
arigatow,0.73979765
송혜정9364,0.73976046
해리포터66,0.73944557
냠냠쩝쩝25,0.7394038
oh5****,0.7393167
오렌지빛96,0.73915
toy****,0.7389136
안하74,0.7388176
신아연57,0.7387431
노력중,0.7386564
psh****,0.738629
1778999,0.73855126
이신형51,0.7383569
바람세기,0.73816264
똑순순둥,0.73809505
이현진78,0.73782414
Dream7727,0.7377602
알콩달콩 새댁,0.73706216
eunbda83,0.73700136
옥수수차가조아5,0.7368112
쫑54,0.7364111
세탁기63,0.7360475
귀차니즘8,0.73603415
하하호홍70,0.7355485
칸7461,0.73543495
느낀대로 리뷰,0.7353538
파리그라피,0.73522085
ksk심쿵,0.7349767
2골뱅,0.73456955
오궁이33,0.7342649
hey****,0.7340794
ppo****,0.73397815
lei02,0.7338966
bae****,0.7338609
펑키56,0.73380226
보거스4678,0.7337079
kwing2002,0.7337026
버블179,0.73352075
yoo****,0.7331151
jloveccm,0.7330874
이쁘니536,0.7325924
olz****,0.732522
흐르는 사랑,0.7324817
soro778828,0.7324345
We can do it  현민은,0.7323621
jjinijini,0.7320865
팝팝9644,0.73201007
마플마,0.7317168
멍머햐트,0.7315644
박현영179,0.7313339
Hdidntn,0.7311839
별별별별9638,0.7306467
Sponge25,0.73008674
해어화20,0.72981626
긍정2528,0.7291655
밍327,0.7291476
시리우스23,0.72902924
나야3552,0.7288951
살자구요 잘,0.72887224
서희945,0.72874737
셜록8,0.72872764
소나무2573,0.7286387
win****,0.7285974
쥴리앙67,0.7283201
chd****,0.7278139
최한솔55,0.7275708
조은아이92,0.7273676
cho****,0.7270937
무엇을물처럼먹었나,0.7269979
Pesse6,0.72684336
jjunga,0.72675115
kjh****,0.7267348
KzKzKz,0.72659653
삐니85,0.7264496
mn****,0.7263693
해피윰8,0.726327
냠냠쩝쩝박사님,0.7260019
원더브라,0.72540736
돆앵,0.72530514
K0823,0.72480243
Wol,0.72477096
하늘색9,0.7243459
gaeunc,0.7241496
blu****,0.7240489
구매욕구,0.7238783
for****,0.7237378
first Katz,0.7228393
O뽀또O,0.72244245
쿠루캬캬,0.721106
미미6621,0.7207716
행보카게,0.7207697
SUMIN25,0.7207072
튜잉v12,0.71935576
ooc****,0.7191938
큐피트57,0.7190127
dudrn0301,0.71887654
케로로0,0.7182339
달맞이꽃40,0.7182005
아메리카노27,0.71798617
hellohey,0.7178232
HJ맘0815,0.717819
웃음스테이크,0.7177601
미소천사349,0.7170696
심냐앙,0.71699905
새새개,0.7164212
makjoo71,0.7159054
gksdnjs2,0.7156443
해삐쥬쥬,0.7149282
kmj****,0.7148496
sin****,0.71479166
사랑894,0.7143647
Rooda,0.71336216
FZ,0.7131543
옥이랑,0.71251535
식물탐험가,0.7124224
Kelly happy,0.71242076
곱이,0.7122401
MIN3192,0.71171725
Answer0613,0.71044374
kym****,0.7103929
960****,0.7099637
jgs916,0.709509
Chaney1,0.70912457
1234566625,0.70842123
snmn,0.70828086
맛집 다 가곱다,0.7080303
너와함께35,0.7078759
bin2292,0.707853
곰팅913,0.70781916
소연3579,0.7070902
서유정456,0.7067207
yla****,0.706569
이선주5271,0.7061122
전설의 야구왕,0.7059976
동동하노리,0.70529836
양꽁이59,0.7050119
euh****,0.7048148
사랑해8982,0.704499
동동1722,0.7044441
상큼발랄32,0.70431805
eow****,0.7039439
정환희25,0.70387584
미소8488,0.7036042
보름이마미,0.7035201
작은나무 혁,0.7030595
열씨미8431,0.70245624
TY49,0.70107085
썸타임제주,0.70106524
카페라떼 처럼,0.7010307
fb****,0.7006193
아이린4133,0.7004225
Introduce MaMan TOP,0.6998652
cha****,0.6998313
스타74,0.69982165
대식가12,0.69951504
김진국75,0.69913715
hee****,0.69895613
엔시젤르,0.6988559
ha****,0.6983181
짱이8,0.69818217
개빵빵,0.69700366
Eun hoon,0.69629955
hss****,0.6955988
kra****,0.69540155
gah****,0.69515276
검나조아,0.69508964
19챌91,0.69498795
매력덩어리4140,0.69445384
aimeeee,0.694005
mun****,0.6937797
oee24,0.6934382
soo****,0.69317704
lee****,0.6930148
orangewilly,0.69248337
지옥의단두대,0.69064367
대박꾼,0.6903608
par****,0.68979
burningbitz2,0.68970585
라일락향기가득1,0.6893376
11881,0.6892153
qgm222,0.6888978
푸른누리,0.68864816
눈누난낭나,0.6884518
불주먹7979,0.6881545
jeonsira,0.6877358
E5sie 52,0.6865163
하쓰리38,0.6863963
이 푸우,0.68639356
주식누나,0.6863502
삔227,0.68592983
ssolssola,0.6854069
첫열매4,0.6853528
rynhsyg,0.6847282
ljo6088,0.6840312
수동이71,0.6838867
이러나저러나구찌,0.6837274
겸둥이8787,0.68316424
찌롱이96,0.68247473
쪼물이917,0.6813464
미어캣99,0.6813381
렘온젤릐,0.6811733
레이나627,0.6805801
금상첨화51,0.68002784
alice2082,0.6784239
황금별7258,0.6784035
공도42,0.6782175
엘리야44,0.67815864
징징공주,0.67777634
iok0508,0.6774727
용용이7841,0.67729884
좋은친구5274,0.6770515
알라씨61,0.67629975
seo5475,0.67628694
do****,0.6759297
Happy eunji,0.6757651
단이9717,0.6753522
pin****,0.6750579
kar****,0.67412955
꿀밤알밤맘,0.6739033
다다64,0.67314047
scandal265,0.67296475
울짱아공주,0.67274994
BunnyuM,0.67214143
ssinnal,0.672085
삼공주83,0.67185116
뇨뇨냐냐냐뇨냐뇨냐,0.67156297
837,0.67077374
STEIN,0.6705583
은향씨,0.6701567
키키비비,0.6697843
dos****,0.6691155
눈먼기사,0.66908705
빵수니219,0.6688055
콩이폴리,0.66862714
송향5426,0.6684475
XxXxX654,0.66831994
악어새9179,0.66827124
둡76,0.66805106
햇샬,0.66750693
sesy104,0.66749567
Abc74,0.6665676
상상이이,0.6650428
이구아나2026,0.66428584
mjung24,0.66370815
Pro7,0.6636536
new****,0.66365355
SJ535,0.66309536
moo****,0.6629201
밀리언맨48,0.6627471
하늘높이31,0.66212714
웅가로7,0.6621121
Seng33,0.6616534
에델,0.661055
eun****,0.6604679
나이다솔,0.6602933
꼬마병장,0.6598612
J나,0.6597599
my****,0.6594674
후후맘6,0.6591594
_7,0.6575844
dlw****,0.65703595
고기킬러야,0.65605396
아자아자9327,0.6551339
뿌꾸빠리,0.6547481
언젠가는12,0.6544919
요리의세계,0.6539784
a1827a,0.6539705
Lightist,0.65390646
40****,0.6537766
seo****,0.65276015
felizjenny,0.65229404
로또리69,0.6520965
hkj****,0.6518224
ssh****,0.6517776
kedo2000,0.6514535
llIIllIIllII,0.6507961
J의 일상,0.6502593
kan****,0.64972955
망고빙수92,0.6475053
eb****,0.6454614
쀼44,0.6442967
위유우,0.6433635
Gkkeokf,0.6430526
cys2753,0.6373314
송정환33,0.6372892
행운의 여신1292,0.63600004
깻잎29,0.6350623
freerit,0.6345665
감쟈감쟈2,0.63247067
땡큐샘,0.63061506
슝슝8260,0.6283029
리싱,0.6274061
dkf****,0.6263066
러댜냐,0.61975783
daw****,0.6193654
xor****,0.6101277
nmn****,0.6069734
ililililiilil,0.60629237
sind77,0.6055134
obaha,0.6036011
fineapple35,0.60317904
아이끌레이,0.59732735
동그라미3421,0.5906081
kwl****,0.58540016
kod****,0.58073616
우갱47,0.5768873
최순영84,0.56388146
겸둥줄스,0.5551239
예쁜이7242,0.54742754
zo_****,0.54558384
hi****,0.533922
chj****,0.5279457
진1472,0.52772254
hwh1445y,0.51265275
람이씨,0.4802333
내맘 쑥,0.47640643
은 별,0.41954574
